301115968,CR-Ubl1+CR-NTPase1+CR-REase1,-,CR-Ubl1+CR-NTPase1+CR-REase1,PITG_05039,545,eukaryota>stramenopiles,Phytophthora infestans T30-4,"crinkler (CRN) family protein, partial [Phytophthora infestans T30-4]."
301100593,CR-Ubl1+CR-NTPase1+CR-REase1,-,CR-Ubl1+CR-NTPase1+CR-REase1,PITG_12626,637,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301093633,CR-Ubl1+CR-NTPase1+CR-REase1,-,CR-Ubl1+CR-NTPase1+CR-REase1,PITG_18554,586,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301099796,CR-Ubl1+CR-NTPase1+CR-REase1,AAA_16,CR-Ubl1+CR-NTPase1,PITG_14546,543,eukaryota>stramenopiles,Phytophthora infestans T30-4,"crinkler (CRN) family protein, putative [Phytophthora infestans T30-4]. "
301099784,CR-Ubl1+CR-NTPase1+CR-REase1,AAA_16,CR-Ubl1+CR-NTPase1+CR-REase1,PITG_14536,622,eukaryota>stramenopiles,Phytophthora infestans T30-4,"crinkler (CRN) family protein, putative [Phytophthora infestans T30-4]. "
301092019,CR-Ubl1+CR-NTPase1+CR-REase1,-,CR-Ubl1+CR-NTPase1+CR-REase1,PITG_19394,586,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301094962,CR-Ubl1+CR-NTPase1+CR-REase1,-,CR-Ubl1+CR-NTPase1+CR-REase1,PITG_17522,654,eukaryota>stramenopiles,Phytophthora infestans T30-4,"crinkler (CRN) family protein, putative [Phytophthora infestans T30-4]. "
301122109,CR-Ubl1+CR-NTPase1+CR-REase1,-,CR-Ubl1+CR-NTPase1+CR-REase1,PITG_00154,701,eukaryota>stramenopiles,Phytophthora infestans T30-4,"crinkler (CRN) family protein, putative [Phytophthora infestans T30-4]. "
301099462,CR-Ubl1+CR-NTPase1+CR-REase1,-,CR-Ubl1+CR-NTPase1+CR-REase1,PITG_14343,586,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301092780,CR-NTPase2,-,CR-NTPase2,PITG_18835,326,eukaryota>stramenopiles,Phytophthora infestans T30-4,"crinkler (CRN) family protein, partial [Phytophthora infestans T30-4]."
301094974,CR-Ubl1+CR-NTPase1+CR-REase1,-,CR-Ubl1+CR-NTPase1+CR-REase1,PITG_17531,655,eukaryota>stramenopiles,Phytophthora infestans T30-4,"crinkler (CRN) family protein, putative [Phytophthora infestans T30-4]. "
301094982,CR-Ubl1+CR-NTPase1+CR-REase1,-,CR-Ubl1+CR-NTPase1+CR-REase1,PITG_17540,653,eukaryota>stramenopiles,Phytophthora infestans T30-4,"crinkler (CRN) family protein, putative [Phytophthora infestans T30-4]. "
301094972,CR-Ubl1+CR-NTPase1+CR-REase1,-,CR-Ubl1+CR-NTPase1+CR-REase1,PITG_17527,652,eukaryota>stramenopiles,Phytophthora infestans T30-4,"crinkler (CRN) family protein, putative [Phytophthora infestans T30-4]. "
301100634,CR-Ubl1+CR-NTPase1+CR-REase1,-,CR-Ubl1+CR-NTPase1+CR-REase1,PITG_13704,651,eukaryota>stramenopiles,Phytophthora infestans T30-4,"crinkler (CRN) family protein, putative [Phytophthora infestans T30-4]. "
301120228,CR-Ubl1+CR-NTPase1+CR-REase1,AAA_16,CR-Ubl1+CR-NTPase1,PITG_01161,543,eukaryota>stramenopiles,Phytophthora infestans T30-4,"crinkler (CRN) family protein, putative [Phytophthora infestans T30-4]. "
301111099,CR-NTPase1+CR-REase1,-,CR-NTPase1+CR-REase1+Imm26,PITG_07683,471,eukaryota>stramenopiles,Phytophthora infestans T30-4,conserved hypothetical protein [Phytophthora infestans T30-4].
301100632,CR-Ubl1+CR-NTPase1+CR-REase1,-,CR-Ubl1+CR-NTPase1+CR-REase1,PITG_13698,670,eukaryota>stramenopiles,Phytophthora infestans T30-4,"crinkler (CRN) family protein, putative [Phytophthora infestans T30-4]. "
301098713,CR-Ubl1+CR-NTPase1+CR-REase1,AAA_16,CR-Ubl1+CR-NTPase1+CR-REase1,PITG_15511,626,eukaryota>stramenopiles,Phytophthora infestans T30-4,"crinkler (CRN) family protein, putative [Phytophthora infestans T30-4]. "
301099788,CR-Ubl1+CR-NTPase1+CR-REase1,AAA_16,CR-Ubl1+CR-NTPase1+CR-REase1,PITG_14538,622,eukaryota>stramenopiles,Phytophthora infestans T30-4,"crinkler (CRN) family protein, putative [Phytophthora infestans T30-4]. "
301098717,CR-Ubl1+CR-NTPase1+CR-REase1,AAA_14,CR-Ubl1+CR-NTPase1,PITG_15513,543,eukaryota>stramenopiles,Phytophthora infestans T30-4,"crinkler (CRN) family protein, putative [Phytophthora infestans T30-4]. "
301092778,CR-Ubl1+CR-NTPase2,-,CR-Ubl1+CR-NTPase2,PITG_18834,559,eukaryota>stramenopiles,Phytophthora infestans T30-4,crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301102518,CR-Ubl1+CR-NTPase2,-,CR-Ubl1+CR-NTPase2,PITG_22963,313,eukaryota>stramenopiles,Phytophthora infestans T30-4,"crinkler (CRN) family protein, partial [Phytophthora infestans T30-4]."
301102520,CR-Ubl1+CR-NTPase2,-,CR-Ubl1+CR-NTPase2,PITG_22964,348,eukaryota>stramenopiles,Phytophthora infestans T30-4,"crinkler (CRN) family protein, putative [Phytophthora infestans T30-4]. "
301102532,CR-Ubl1+CR-NTPase2,-,CR-Ubl1+CR-NTPase2,PITG_22965,332,eukaryota>stramenopiles,Phytophthora infestans T30-4,"crinkler (CRN) family protein, putative [Phytophthora infestans T30-4]. "
301103256,CR-Ubl1+CR-NTPase2+CR-REase12,-,CR-Ubl1+CR-NTPase2+CR-REase12,PITG_23273,852,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301092776,CR-Ubl1+CR-NTPase2+CR-REase12,-,CR-Ubl1+CR-NTPase2+CR-REase12,PITG_18833,671,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301094641,CR-Ubl1+CR-NTPase2+CR-REase12,-,CR-Ubl1+CR-NTPase2+CR-REase12,PITG_17889,823,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301114251,CR-Ubl1+CR-NTPase2+CR-REase12,-,CR-Ubl1+CR-NTPase2+CR-REase12,PITG_05212,881,eukaryota>stramenopiles,Phytophthora infestans T30-4,"Crinkler (CRN) family protein, missing secretion signal peptide [Phytophthora infestans T30-4]. "
301096094,CR-Ubl1+CR-NTPase2+CR-REase12,-,CR-Ubl1+CR-NTPase2+CR-REase12,PITG_16591,837,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301109837,CR-Ubl1+CR-NTPase2+CR-REase12,-,CR-Ubl1+CR-NTPase2+CR-REase12,PITG_22856,806,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301104763,CR-Ubl1+CR-NTPase4+CR-REase6,-,CR-Ubl1+CR-NTPase4+CR-REase6,PITG_12027,846,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301111097,CR-NTPase1+CR-REase1,-,CR-NTPase1+CR-REase1,PITG_07682,556,eukaryota>stramenopiles,Phytophthora infestans T30-4,conserved hypothetical protein [Phytophthora infestans T30-4].
301091831,CR-Ubl1+CR-NTPase4+CR-REase6,-,CR-Ubl1+CR-NTPase4+CR-REase6,PITG_19507,846,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301115566,CR-Ubl1+CR-NTPase4+CR-REase6,-,CR-Ubl1+CR-NTPase4+CR-REase6,PITG_04799,547,eukaryota>stramenopiles,Phytophthora infestans T30-4,"Crinkler (CRN) family protein, partial [Phytophthora infestans T30-4]."
301104765,CR-Ubl1+CR-NTPase4+CR-REase6,-,CR-Ubl1+CR-NTPase4+CR-REase6,PITG_12028,859,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301104761,CR-Ubl1+CR-NTPase4+CR-REase6,-,CR-Ubl1+CR-NTPase4+CR-REase6,PITG_12023,843,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301091835,CR-Ubl1+CR-NTPase4+CR-REase6,-,CR-Ubl1+CR-NTPase4+CR-REase6,PITG_19509,841,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301116647,CR-Ubl1+CR-NTPase4+CR-REase6,-,CR-Ubl1+CR-NTPase4+CR-REase6,PITG_04435,796,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301103248,CR-Ubl1+CR-NTPase4+CR-REase6+ComEA-HHH,HHH_3,CR-Ubl1+CR-NTPase4+CR-REase6+ComEA-HHH,PITG_12074,750,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301115492,CR-Ubl1+CR-NTPase4+CR-REase6+ComEA-HHH,-,CR-Ubl1+CR-NTPase4+CR-REase6+ComEA-HHH,PITG_04749,741,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301115660,CR-Ubl1+CR-NTPase4+CR-REase11,-,CR-Ubl1+CR-NTPase4+CR-REase11,PITG_04856,838,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301112541,CR-Ubl1+CR-NTPase4+CR-REase11,-,CR-Ubl1+CR-NTPase4+CR-REase11,PITG_05793,641,eukaryota>stramenopiles,Phytophthora infestans T30-4,"crinkler (CRN) family protein, putative [Phytophthora infestans T30-4]. "
301092986,CR-NTPase1+CR-REase1,-,CR-NTPase1+CR-REase1,PITG_18686,200,eukaryota>stramenopiles,Phytophthora infestans T30-4,conserved hypothetical protein [Phytophthora infestans T30-4].
301091496,CR-Ubl1+CR-NTPase4+CR-REase11,-,CR-Ubl1+CR-NTPase4+CR-REase11,PITG_20147,803,eukaryota>stramenopiles,Phytophthora infestans T30-4,"crinkler (CRN) family protein, putative [Phytophthora infestans T30-4]. "
301096132,CR-Ubl1+CR-NTPase5+CR-REase3,-,CR-Ubl1+CR-NTPase5+CR-REase3,PITG_16623,673,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301115996,CR-Ubl1+CR-NTPase9,AAA_22,CR-Ubl1+RNA-Helicase+CR-NTPase9,PITG_22754,426,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301115992,CR-Ubl1+CR-NTPase9,AAA_22,CR-Ubl1+SbcC+CR-NTPase9,PITG_22753,310,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301095964,CR-Ubl1+CR-NTPase9,AAA_22+AAA_35,CR-Ubl1+SbcC+CR-NTPase9,PITG_23103,499,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301103598,CR-Ubl1+CR-NTPase9+CR-REase3,AAA_35,CR-Ubl1+CR-NTPase9+CR-REase3,PITG_22960,714,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301121510,CR-Ubl1+CR-HNH2,HNH_2,CR-Ubl1+CR-HNH2,PITG_01884,369,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301111199,CR-Ubl1+CR-REase-U1,Trichoplein,CR-Ubl1+EP1+CR-REase-U1,PITG_07751,499,eukaryota>stramenopiles,Phytophthora infestans T30-4,"Crinkler (CRN) family protein, partial [Phytophthora infestans T30-4]."
301111081,CR-Ubl1+CR-REase-U1,PhoU,CR-Ubl1+CR-REase-U1,PITG_22829,404,eukaryota>stramenopiles,Phytophthora infestans T30-4,"Crinkler (CRN) family protein, partial [Phytophthora infestans T30-4]."
301111203,CR-Ubl1+CR-REase-U1+CR-Kinase5,CAF-1_p150,CR-Ubl1+MIP-T3+CR-REase-U1+CR-Kinase5,PITG_22837,731,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301100583,CR-Ubl1+CR-REase10+CR-Kinase2,Choline_kinase,CR-Ubl1+CR-REase10+CR-Kinase2,PITG_12619,579,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301100579,CR-Ubl1+CR-REase10+CR-Kinase2,Choline_kinase,CR-Ubl1+CR-REase10+CR-Kinase2,PITG_12612,580,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301092766,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_18821,399,eukaryota>stramenopiles,Phytophthora infestans T30-4,"Crinkler (CRN) family protein, partial [Phytophthora infestans T30-4]."
301096112,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_23087,431,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301091227,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_23175,252,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301096098,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_16597,430,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301096102,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_16600,431,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301093543,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_18497,434,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301092675,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_19340,431,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301097633,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_16144,325,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301096120,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_16615,428,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301096086,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_16581,428,eukaryota>stramenopiles,Phytophthora infestans T30-4,crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301091968,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_23165,428,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301115980,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_05049,457,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301089838,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_20997,308,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301093551,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_18503,433,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301096100,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_16598,431,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301096142,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_23088,426,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301091011,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_20170,374,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301091972,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_19588,386,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301092671,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_19320,281,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301096126,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_16619,426,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301096082,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_16575,428,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301096118,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_16614,426,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301092768,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_18823,428,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301091015,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_20172,431,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301096134,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_16627,431,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301091013,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_20171,426,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301091964,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_19571,426,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301095962,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_17199,457,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301100605,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_12642,432,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301094778,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_17624,325,eukaryota>stramenopiles,Phytophthora infestans T30-4,"Crinkler (CRN) family protein, partial [Phytophthora infestans T30-4]."
301100603,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_12641,431,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301103179,CR-NTPase1,-,CR-NTPase1,PITG_13156,222,eukaryota>stramenopiles,Phytophthora infestans T30-4,conserved hypothetical protein [Phytophthora infestans T30-4].
301092764,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_18820,428,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301096088,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_16584,426,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301111101,CR-NTPase1,-,CR-NTPase1,PITG_07685,398,eukaryota>stramenopiles,Phytophthora infestans T30-4,conserved hypothetical protein [Phytophthora infestans T30-4].
301101120,CR-NTPase1,-,CR-NTPase1,PITG_13995,250,eukaryota>stramenopiles,Phytophthora infestans T30-4,conserved hypothetical protein [Phytophthora infestans T30-4].
301093659,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_18571,433,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301101118,CR-NTPase1,DUF3295,CR-NTPase1,PITG_13994,433,eukaryota>stramenopiles,Phytophthora infestans T30-4,"crinkler (CRN) domain-containing protein, putative [Phytophthora infestans T30-4]."
301092681,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_19347,347,eukaryota>stramenopiles,Phytophthora infestans T30-4,"Crinkler (CRN) family protein, partial [Phytophthora infestans T30-4]."
301123153,CR-NTPase1,-,CR-NTPase1,PITG_00730,424,eukaryota>stramenopiles,Phytophthora infestans T30-4,conserved hypothetical protein [Phytophthora infestans T30-4].
301123163,CR-NTPase1,-,CR-NTPase1,PITG_00735,420,eukaryota>stramenopiles,Phytophthora infestans T30-4,conserved hypothetical protein [Phytophthora infestans T30-4].
301096130,CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_16622,426,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301096096,CR-Ubl1+CR-REase4,-,CR-Ubl1+CR-REase4,PITG_16592,254,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301100599,CR-Ubl1+CR-REase4,-,CR-Ubl1+CR-REase4,PITG_12632,359,eukaryota>stramenopiles,Phytophthora infestans T30-4,"Crinkler (CRN) family protein, partial [Phytophthora infestans T30-4]."
301092667,CR-Ubl1+CR-REase4+CR-Kinase3,Pkinase,CR-Ubl1+CR-REase4+CR-Kinase3,PITG_19318,604,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301100611,CR-Ubl1+CR-REase4+CR-Kinase3,Pkinase,CR-Ubl1+CR-REase4+CR-Kinase3,PITG_12646,605,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301103266,CR-Ubl1+CR-REase4+CR-Kinase3,Pkinase,CR-Ubl1+CR-REase4+CR-Kinase3,PITG_12090,621,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301096106,CR-Ubl1+CR-REase4+CR-Kinase3,Pkinase,CR-Ubl1+CR-REase4+CR-Kinase3,PITG_16603,664,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301091974,CR-Ubl1+CR-REase4+CR-Kinase3,Pkinase,CR-Ubl1+CR-REase4+CR-Kinase3,PITG_19589,558,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301103270,CR-Ubl1+CR-REase4+CR-Kinase3,Pkinase,CR-Ubl1+CR-REase4+CR-Kinase3,PITG_12094,599,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301096138,CR-Ubl1+CR-REase4+CR-Kinase3,Pkinase,CR-Ubl1+CR-REase4+CR-Kinase3,PITG_16636,601,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301115584,CR-Ubl2+CR-Trypsin3,Trypsin_2,CR-Ubl2+Trypsin,PITG_04814,326,eukaryota>stramenopiles,Phytophthora infestans T30-4,conserved hypothetical protein [Phytophthora infestans T30-4].
301096124,CR-Ubl1+CR-REase4+CR-Kinase3,Pkinase,CR-Ubl1+CR-REase4+CR-Kinase3,PITG_16618,604,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301096090,CR-Ubl1+CR-REase4+CR-Kinase3,Pkinase,CR-Ubl1+CR-REase4+CR-Kinase3,PITG_16585,558,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301091960,CR-Ubl1+CR-REase4+CR-Kinase3,-,CR-Ubl1+CR-REase4+CR-Kinase3,PITG_19565,528,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301102803,CR-Ubl1+CR-REase5,-,CR-Ubl1+CR-REase5,PITG_22988,377,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301100178,CR-Ubl2+CR-Trypsin3,Trypsin_2,CR-Ubl2+Trypsin,PITG_14042,323,eukaryota>stramenopiles,Phytophthora infestans T30-4,CRN domain-containing protein-containing protein [Phytophthora infestans T30-4].
301109187,CR-Ubl1+CR-REase5,-,CR-Ubl1+CR-REase5,PITG_22848,381,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301089383,CR-Ubl1+CR-REase5,-,CR-Ubl1+CR-REase5,PITG_21583,349,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301099432,CR-Ubl1+CR-REase5,-,CR-Ubl1+CR-REase5,PITG_14319,352,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301095950,CR-Ubl1+CR-REase5,-,CR-Ubl1+CR-REase5,PITG_17185,408,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301099470,CR-Ubl1+CR-REase5,-,CR-Ubl1+CR-REase5,PITG_14349,406,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301092794,CR-Ubl1+CR-REase5,-,CR-Ubl1+CR-REase5,PITG_18847,404,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301091995,CR-Ubl1+CR-Ubl1+CR-REase2,-,CR-Ubl1+CR-REase2,PITG_19373,462,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301115504,CR-Ubl2+CR-Trypsin3,Trypsin_2,CR-Ubl2+Trypsin,PITG_04755,327,eukaryota>stramenopiles,Phytophthora infestans T30-4,conserved hypothetical protein [Phytophthora infestans T30-4].
301100577,CR-Ubl1+SF-Toxin1+CR-HNH1,DUF959,CR-Ubl1+SF-Toxin1+CR-HNH1,PITG_12609,463,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
301104749,CR-Ubl1,-,CR-Ubl1,PITG_12009,155,eukaryota>stramenopiles,Phytophthora infestans T30-4,Crinkler (CRN) family protein [Phytophthora infestans T30-4]. 
